text,labels
"Ох вау, а какой стороной ножа резать, не подскажешь? Дебил хвастается рязанским еблом, ещё и гуглит незнакомые словечки. Ну вся суть никому не нужного селюка с никому не нужным тредом.
",1
"Это совсем не смешно. Но уроды могут поржать. И им даже не объяснишь, что они уроды. Они приспособились с этим жить. Пока они потребляют, они удобны тому, кто продает им хавку и цацки, так что, скорее, верно ваше утверждение мир ебанутый , если совсем узко смотреть.
",1
"И ещё один, какая же русня дегенераты пиздец просто.
",1
"Тебе даже сказать нечего, понимаешь? У тебя нету даже своего понимания вопроса. Ты как животное или даже хуже. Не отвечай мне больше такими высерами, типичный представитель травли тредов.
",1
"Диванный политолог слился, как обычно
",1
"С каких пор неадекват - это оскорбление? На Пикабу тысячи таких комментариев, и модераторы, даже будучи призванными, их не удаляют. Я вас дураком не называл. Это был вопрос: ты дурак? . И опять же, таких вопросов на Пикабу тысячи, если не больше, вплоть до ты ебанутый? или ты долбоеб? - и они тоже не считаются оскорблением и не удаляются. Вы считаете оскорблением то, что тысячи раз до этого оскорблениями не считали. Если правила в одном случае работают, а в другом нет, то это что угодно, но не правила.
",1
"В СОВКЕ САМОЕ ЛУЧШЕЕ ОБРАЗОВАНИЕ! - ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ЗАРЯЖАТЬ ВОДУ ОТ ТЕЛЕВИЗОРА В СОВКЕ САМЫЕ КРАСИВЫЕ ДЕВУШКИ! - ПО МНЕНИЮ НОВИОПОВ В СОВКЕ САМЫЕ ЛУЧШИЕ ТОВАРЫ!- ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ПОДТИРАТЬ ЖОПУ ГАЗЕТОЙ, А НЕ ТУАЛЕТНОЙ БУМАГОЙ В СОВКЕ САМАЯ ЛУЧШАЯ МЕДЕЦИНА! - ПО МНЕНИЮ САМОГО АБОРТИРУЕМОГО НАРОДА В СОВКЕ САМАЯ ЛУЧШАЯ ТЕХНИКА! - ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ПЛАГИАТА В СОВКЕ САМЫЙ ВЫСОКИЙ УРОВЕНЬ ЖИЗНИ! - ПО МНЕНИЮ ЛЮБИТЕЛЕЙ ДЕФИЦИТА
",1
"этот самоподдув из манямирка какла. весь мир, сам аллах завидуют жителю нищей полубандитской папуасии на окраине россии.
",1
"Ну давай разберём всё тобой написанное. Бляядь, вы действительно думаете вы лучше пидорашек? Ну в целом, всё что живёт в рашке - затронуто говномидасом, но никто тут это не признает. сейчас воспитывают массу хороших кодеров В соседнем треде обоссали уже. Иди обтекай. Вы унижаете русских детей в школе Я учился в рашке и у нас был класс, который состоял онли из русачков. Думаешь, что то изменилось? Чурки тебе говна в жопу залили и заставили русачков в классе кошмарить омежных русачков? Я не люблю выражаться фразами нациков, но вы воистину столетия просто сидели в горах и ебали баранов, вас даже народ-пидор смог захватить. Плоховато ты знаешь историю. Когда русня пришла на Кавказ, тут всё уже было поделено османами и персами. А потом РИ наебала персов и постоянно нападала на османов высасывая причины из пальца, в принципе, русачки, что от них ещё было ожидать. В прошлом вы (чеченцы, даги и прочие сорта) были просто дикарями...А если говорить о среднеазиатах, которые бугуртят с оккупации, то вы были обычными нищими кочевниками Очередной акт незнания истории. Например у кавказцев по факту у народов отвественных за этногенез дагов и азеров уже был Дербент, а русачков даже в планах не было. Почитай историю Кавказа и Средней Азии, там были и локальные империи и нагибы округи и прочее и прочее. Называют русских пидорашками, славщитом. Говоришь это так, будто бы в этом что то плохое. У меня знакомые po рашеры irl, которые являются русскими и которые ссут на русню с ещё большей колокольни чем я Сейчас вас все боятся потому, что если пидорашка сделает в вас пару дырок, защищая себя, то его посадят на бутылку, а если вы убьёте пидорашку, то вам нихуя не будет. Может потому что в рашке мочить с волыны ножа человека, который идёт на тебя с кулаками - превышение пределов самообороны? Кто виноват в том, что русня настолько вырожденческая, что один чеченский доходяга ставит на колени группу русачков? Ты думаешь, будь руснявая гопота менее вырожденческая, то так же людей не кошмарила? Кто виноват, что вы морозитесь или даёте по съебатору, когда видите, как вашего славянского друга избивают унижают? Да чего уж там, тот митинг вспомните, где жирик, какого то парня на колени поставил и все вокруг стоят и снимают, словно стадо руснявых баранов. Зуб даю, в той толпе стояли его друзья и знакомые. Лично для меня это пиздец, особенно проигрываю, когда там не какой нибудь братуха-борцуха, а смарчёк чеченский. Никогда бы не бросил и не бросал друга в таком пиздеце и не важно, какой нации был друг, а какой нападавший. Вся ваша проблема не том, что вы слабками, не в том, что большинство русачков еблом похож на свинью, не в том, что за тысячу лет существования не смогли построить нормальную цивилизацию и другим не давали. Проблема в обыкновенной ошибке выжившего, вы видите кавказское быдло гопника, потому что оно в среднем сильнее, напористее, агрессивнее и образ кавказца, как лица которое представляет опасность выжигается у вас в мозгах, при этом не хотите замечать, что у вас, целые города набитые руснявыми АУЕшниками, потому что один среднестатистический руснявый гопник ауешник быдлойд сосёт у одного среднестатистического чуркобесского гопника быдлойда. В конечном итоге русачков в станице кущевской ебал кто? Другие русачки. В школу приезжали и выберали лолей на поёбку кто? Другие русачки. Сжигал русачков кто? Другие русачки. Всё вскрылось совершенно случайно. Сколько таких станиц, деревень и городов по всей рашке? аз-кун
",1
"Он тролль А ты что несёшь? Как можно присоединить исконно русские територии к исконно русским же терриориям.
",1
"Люди зажрались и охуели если по мнению этих игроков андромеда лучше Антема. Хотя че там с багаутом76 сравнивают вон... Вот оно че оказывается, игроки просто охуели, ну ок. Вот долбанные пидерасы, не хотят покупать такую отличную игру, а еще смеют ругать такой божественный геймплей. Баги, хуевый геймплей поправят, а контент, ну его запилят, через год другой, причем бесплатно! Ага. Стоит лишь потерпеть!
",1
"Блядь, хохлы, вы бы хоть с проксей писали, няши тупые.
",1
"Уважаемый, ты реально глупый и не вкуриваешь, о чьих именно трусах идет речь? Или просто дурака валяешь?
",1
"Таких как ты , поверь мне, больше)
",1
"Тупая шлюха, эта мразь лила отбеливатель на штаны и все что под ними. Я еду по делам а мне обливают штаны, ну охуенно наверно, баловство оно такое! Если бы по приколу было и не преследовалась цель бабской ебанутой мести, как это явно прослеживается, она могла бы просто стрельнуть из водного пистолета водой. ВС ! И мужики бы задумались и никто не в обиде.
",1
"Это у тебя подгорает в одном месте, видимо перцем намазали....
",1
"Что те быдло, что те. Быдло пиздит быдло. Ну нормально так.
",1
"Ты явно не россиянин. Во первых ни одному россиянину не придёт в голову спрашивать чьё-то мнение по вопросу Крыма. А во вторых сегрегация людей при помощи вопроса Чей Крым это чисто холяцко-нацистский приёмчик. Палишься,порохобот. Ну и в третьих - у нас свободная страна и каждый имеет право на своё собственное мнение по любым вопросам. У нас даже один кандидат в президенты открыто заявлял что Крым надо вернуть Украине
",1
"Ты из какого века блядь?
",1
"Твоих граждан ? Твои товары ? у ВАС растёт продолжительность жизни? Те гауляйтеры - это ты и твои хозяева-кормильцы, предающие и насилующие российский народ ЕЖЕДНЕВНО И ЕЖЕЧАСНО. Вы торгуете недрами, вы пытаетесь пристроить награбленное подальше от ограбляемогонарода, вы наполнили страну полицаями , защищающими исключительно ваши интересы от российского народа. Вы гоните в НАТО нефть, газ, лес и прочие ресурсы, которые воруете у россиян, вы обложили данью всех от мелких и крупных торговцев, до самозанятых , выживающих в беспределе грабежа и воровства, творимого вами в стране. Вы оплачиваете свои права кровью и потом народа. Свои права по уничтожению этого самого народа. Деньги ВЫ превратили в мерило прав. Право на здравоохранение, образование, защиту и все базовые права ВЫ требуете оплачивать, не считая людьми и гражданами никого, кроме тех,кто это всё оплатит звонкой монетой. И войска НАТО приведёте в страну тоже ВЫ. Своей неудержимой жаждой денег и власти. Так же, как это сделал ваш свято-кровавый николашка , приведя в Россию своих партнёров . Они - ВАШИ партнёры - не мои. Так вот, знайте. Когда ваши партнёры по грабительскому бизнесу придут лишать ВАС вашей доли, и вы, и они будут по другую сторону фронта от меня и российского народа - точно так же, как вы и они ВМЕСТЕ по другую сторону фронта экономического все последние 30 лет. Я за ваши головы не дам и гнилой картошины. Так что, бойтесь не их. Бойтесь нас. Они для меня - просто враги, а ВЫ - ПРЕДАТЕЛИ СОБСТВЕННОГО НАРОДА, говно безродное, НЕЛЮДИ. И только очистив страну от таких как вы, возможно её защитить от них. Запиши на обороте своей методички, и передай по команде.
",1
"Тамбовский волк тебе товарищ!
",1
"В жизни бы не купил такое дорогое пиво... повседневные для жителей столицы вещи Да не повседневные они. Вон, у нас, когда родители приезжают, мы проводим им мощную культурную программу - ездим в горы, на океан, и т.д. Получается очень насыщенно. Но всё остальное время года мы это делаем намного реже. Повседневно - это метро, исторический центр (архитектура) и больший выбор всего (кнотеатров, театров, ВУЗов, магазинов, бизнесов). Ну и меньшая унылость.
",1
"navalny Максим Галкин maxgalkinru задал мне вопрос. С удовольствием отвечаю: Максим, спасибо за то, что подняли такую важную проблему. Однако, согласиться с Вами не могу. Вы подаёте дело так, как будто Владимир Соловьёв - просто звезда шоу-бизнеса, наподобие американской Опры. Зарабатывает много, значит может покупать себе дома где угодно. Это не так. Соловьев - государственный пропагандист на государственном телевидении. Сейчас он везде и не вылезает с экрана не потому, что талантлив, а потому что в стране ТВ-монополия государства. Соловьёв готов врать больше других, вот его и держат на экране. Была бы реальная конкуренция между ток-шоу и их телеведущими, Соловьёв был бы там, где ему и место - третьесортным радиоведущим. Каким он собственно и был до того, как всех настоящих звезд ток-шоу с нашего телевидения не выгнали, а их программы не закрыли по соображениям цензуры. Максим, вы говорите о рейтингах и прибылях, которые Соловьёв приносит каналу Россия-1 , а я смотрю в таблицу бюджета нашей страны и вижу, что Россия-1 глубоко убыточна. Ежегодно получает бюджетную дотацию. 24,6 миллиарда рублей за прошлый год. 24 МИЛЛИАРДА, Максим. Этого бы хватило на то, чтобы оплатить операции всем больным детям в стране. Но ушло это на гонорары всяким соловьёвым, а потом превратилось в виллы на итальянском озере Комо. Так что это не Соловьёв приносит. А все мы - налогоплательщики - (и Вы тоже, Максим) приносим деньги ему в карман. И я не хочу оплачивать роскошную итальянскую жизнь этого лжеца, лицемера и мерзавца. Тут нет никакой ненависти к богатым, никакого большивизма. Только здравый смысл. Видео взято с телеканала Дождь , логотип обрезан не по злому умыслу, а потому что его отрезал инстаграм, делая ролик квадратным.
",1
"В племенах украинцев, особенно западных, с детства прививаются две мысли: 1. Ты самый умный. 2. Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело. Поэтому, мой маленький дружок, вся твоя натужная изворотливость не работает. Пообщавшись с тобой пять минут, любой в России поймёт с каким сортом он имеет дело. Даже не разу не услышав мягкий акцент твоей речи.
",1
"Шизоид, где ты здесь установил взаимосвязь, лол? До толчка тоже зигзагами бегаешь?
",1
"Тупой-тупой-тупая, ти-ля-ля-лю-лю!
",1
"А ты кто такой?Иди отседова
",1
"Уважаемый, да вы бредите. заварите ка как на картинке на любом заводе, где есть сварка. такая подойдёт?
",1
"Блядь, ебаный ты шизоид, ты можешь нормально выражать свои мысли? Твой поток сознания читать просто не возможно. Возникает ощущение, что у тебя разорванное мышление или речевая бессвязность. Просто словесный шум какой-то. Прими таблетки и не забывай посещать психиатра, у которого наблюдаешься.
",1
"Зачем ты что-то пишешь потому что могу у тебя бамбануло, хаха порвался с учётом ваших длинных комментариев- так и есть смеешься там как умственно отсталый Это как? Есть какие-либо критерии как смеются умственно отсталые? Или ты как обычно пишешь абстрактные вещи, смысл которые даже тебе не понятен?
",1
"Подите рот с мылом вымойте, товарищ.
",1
"Да мы поняли что ты пидорьё ебаное, поляк наверное. Иди уроки выучи, портфель собери, че ты.
",1
"Азахха какая ржачная вата всу напали на донбасс аххаха это примерно как армия помойсраши напала на тульскую область .Чел обратись в медицинское учреждение, пупкинизм головного мозга уже лечат,даже усугубленный христанутостью
",1
"Целью встречи стали переговоры о сохранении поставок газа А что, у него есть полномочия вести такие переговоры? Сука блядский цирк. Какие же хохлы дегенераты, пиздец просто
",1
"Вот, учитесь у этой проплатки создавать треды, окатыши. Этот сегодня получит 150 грамм колбасы к своей ежедневной пайке роллтона, и Волков его не будет трогать пару дней шлюху лишили звания Шлюха 20!8 АРЯЯЯ ПУТЕН ВИНОВАТ!!!
",1
"Значит, ты тут подскочил, как петух на жердочке, вскукарекнул, когда попросили пруф - слился и даже не извинился. Мне кажется, или в этой ситуации кто-то себя слегка неправильно ведет?
",1
"С чегой то ты мя в хохлы то записал? Только лишь с того, что я имею мнение, что эти цацки не вперлись никому, сюда тащить за счет бюджета?
",1
"Пусть человек сам решает, и жалуется модеру. p.s а ты гляжу любитель доносы строчить в сороковых полицай бы годный из тебя получился бы.
",1
"И что? Сотню людей знаю с двумя санузлами в доме, ни одного, чтоб они оба не унисекс были. Какой ближе свободен - тем любой гендер и пользуется. Ты жопой завилял. Давай пруфы твоего, нормального человека, жилища с сортирами как в кинотеатре! С табличками пикрил ! каждой пидорахи в доме унисекс Ты же с этого выёбываться начал! Предъяви свои 2 отдельно-гендерных, нормальный пиздобол !
",1
"лучше бы юбики сплинтерселл новый сделали. уроды ленивые
",1
"Э че бля а? Ты че нах бл иди сюда епты.. Ты за царя гнида? Я тя щас грязь растопчу хуесос ептыбля
",1
"Что б он сам здох мразь
",1
"Очевидно, что топтать дворников и чем там ещё федоровичи по всей стране занимались- это просто другой уровень деятельности Вот и попался куколд-воевака. А гонору сколько было, да мы на дунбусее, да я в грозном двери настежь - давай говно на разы. Когда твою сестру будут насиловать черенком от веника три дворника, то ты будешь просто играть в Подземелья и Драконы и делать вид что ничего не происходит. А не, как Джимми Нейтрон напряжёшь мозги и будешь искать РЕЛЕВАНТНОЕ решение проблемы, пока сестричке, с венком ромашек на голове, раздирают дырочку. Ссали тебе в рот всем кондопогом, чека-нацианалистъ. Твои маняврирования от вопросов точно такое же тухлое пиздабольство как и на стремах жирного, можешь в гости записатся, если достаточно всратый для их патоков. Ах, да, а хули ты у мамы под юбкой, а не спасаешь наших новиопов в трусках от злых фашистов? За пять лет так и не собрался? Давай реще, чучело.
",1
"21 век, как ты такой неграмотный?
",1
"тебя бы в первых рядах на эту войну погнали, дурик. потом кричал бы в объектив камеры: не хочу умирать! отпустите - вы же добрые!
",1
"Тоже проигрываю с укро-манек. Хотя вангую тут не только укры, но и некоторая часть русских шизиков с манямирком. Сами же вчера еще проигрывали с ватных ВР ТИ, а сегодня сами той же хуйней занялись. Вообще в последнее время все больше и больше убеждаюсь, что ватные дегенераты и фанатичные свидомиты либеpаxи друг друга стоят. Одним русня говна в жопу заливает, а другим - злой запад.
",1
"НЕ ТАК: с ватников. вопрос: любишь сралина? за кого голосовал? за питуна?
",1
"ты грызун не забывай свою историю - как твоя великая грузия платила дань малолетними грузинскими пидарасиками для всех жопошников персии и турции.
",1
"Игорь, ты? Помнишь меня? Я твой одноклассник. Я узнал тебя по твоим шизоидным словам и высерам. А помнишь, как мы всем классом нассали тебе в кружку в третьем классе, на сладкоежке? Ты ещё выпил, облизнулся и попросил добавки. А потом тебя пришёл забирать твой отец, тот самый дворник, который на Вернадского изнасиловал собаку и получил условный срок за то, что украл плавленный сырок в магазине. Он зашёл в класс, все стали смеяться, а ты обосрался под себя от стыда, а потом сказал, что всю жизнь будешь ненавидеть дворником, но в 9м классе, когда ты пошёл на рейд, чтобы их отпиздить, то они пустили тебя по кругу, после чего тебе наложили на анус восемь швов. Как поживаешь, Игорян?
",1
"Крым это Украина В голосяндру с этого хохлосяндра!
",1
"Вам в b никто не рад и не ждет, вы - мусор. Никто кроме вас самих не хочет видеть в b, продолжайте спамить ссылками на d в своём загоне, никто вас не вернет.
",1
"Всегда знал, что эта поехавшая сука-хохлушка.
",1
"Принятые военные доктрины с тобой не согласны, пидорандель. Ах да, я забыл, жид овствующие пиндосы и евреи их игнорируют, покрывая военные преступления своих солдат и вводят санкции против суда в Гааге за попытки привлечь виновных
",1
"Тебе кольцо покупают , беги глупец!
",1
"тебя тут вахтёром назначили ?
",1
"я их маму ибаль, мааааааааматкунем!
",1
"Да насрать всем уже на это засохшее дерьмо! Алсо, скорее всего жирный свин почуял что его блядскому магазинчику наступает капздец и начал пытаться маневрировать.
",1
"У вас что, ночное большевистское обострение?
",1
"греки всегда падлили россии, это как жид ы либерасты, откровенные русофобы... наши там чото с ними сюсюкаются, афоны, хуёны... а греки в ответ лишь наебывают русских да офшоры для жид олгирахов создают чтобы грабить русачков... надо признать кипр за турцией, пнуть под сраку вафляломея и поставить в константинополи наших русских попов И ПУСТЬ ВЕСЬ МИР ОТСОС Т!!!
",1
"Ой, блядь. Украины как страны не существует, это вид болезни, патология. Как будто хохлики что-то там решают.
",1
"Зачем тут тогда разговариваешь? Жалко что ты вообще родился...
",1
"пруф или пи..бол шарлатан)
",1
"Да ты ещё и неуравновешенный.Я понимаю что тебе приходится заниматься какой-то хернёй и возможно не об этом ты мечтал в жизни,но ты сам выбрал этот путь.Так что веди себя сдержанно и спокойно говори о том,как плохо высказывать своё недовольство как всё неплохо(могло быть и хуже) хочешь чтоб было как на Украине? и т.д. короче отрабатывай по инструкции,челядь
",1
"Так ее уже заставили ) нужно перезаставить или отменить первое. на троечку троллишь, без души, нужно душу вкладывать, что ж ты так слабо. Образ циничного дебила не очень удачно получился. Это как, творишь лютую хуйню, а виновата она, действия твои, а расхлёбывать ей, она на эмоциях, а ты думаешь, что это взвешенное решение. Дебилы, блядь (с)
",1
"Вы привели достаточно аргументов чтобы их не просто выгнать а показательно расстрелять около подъезда. Мне более нечего вам возразить. Я не могу оперировать ценностями вашего убого эгоистичного НЕДОразума.
",1
"У меня мать в охране работала как то, там там ебали за то что ты не отвечаешь в ватсапе. Типо если вообще не будешь в группе сразу увольнение ебанутый ватсап этот, информационная помойка, а в Якутии ВСЕ сука на нем помешаны!
",1
"Он уже не стесняясь по кд срет, модератор его друг что ли?
",1
"ви таки дурак, простите? )
",1
"Обезьяну колонизировали, привезли в Европу, дали возможность стать человеком. Обезьяна отблагодарила.
",1
"Какую советскую замшелую хуйню ты несешь - как так так кря кря народы братья кря кряк православные - сколько себя помню с нулевых хохлосрачи в сети, читал Дневники Дроздовского, он там описывал что когда они уходили из города украинские националисты кричали им оскорбления в спину, снимали и топтали флаги, одновременно унижаясь перед немцами, и у Булгакова тоже самое: мразь с хвостами на головах , братская дружба длиной в век. Обоссаный одноклеточный дебил посылает кого-то в одноклассники. Пиздуй в б или откуда там выползают настолько тупые создания.
",1
"1) чё, еба - вы уже додумываете, где вы быдло-сленг углядели? Или смутило то, что я на Ты общаюсь? 2) давайте не будем самообманываться и говорить, что внешность не важна, что обидного лично для вас в просьбе фото?
",1
"Ванька, пиаришь свой убогий кривой сайт и все кто с тобой несогласен( а тобой несогласны все, кроме одного анана из 2016 года) называются модераторскими подсосами.
",1
"Это ты своей маме и сестре родной? С утра?
",1
"дегенерат продолжает обзывать нацию, хотя его никто на это не провоцирует русских каждый день обзывают хохол горит от первого же оскорбления да. яяяясно.
",1
"о жопах Да нет, это твой свидомый мозг дорисовывает картинку, я только о твоей мамке, которая за 100р сосёт хуи на трассе, так ты заберешь из быдломордора свою хуесоску на окраину?
",1
"у тебя что, ИНТОКСИКАЦИЯ УКРАИНСКИМ МИРОМ?
",1
"Интересно, а что мы могли сделать? Ввести санкции на поставки гуманитарки для своего населения? Алсо, не примешивай к этому Пыню, Пыня проебал украину имея проросийского президента, яиц хватило только на то, чтобы откусить под шумок крым, чем обеспечить абсолютную ненависть хохлов в остальной украине и страх восточноевропейских карликов, которые теперь готовы в жопу дать за защиту от русской угрозы .
",1
"пук среньк Петухевен, пожалуйста. Иди свои 15 в другом месте отрабатывай.
",1
"Умник, тебя бы в эту часть, я бы посмотрел какой ты бы там был. В крысы бы улетел, с черными ручкался бы а своих гнобил
",1
"Свобода слова,говоришь? Я ИМЕЛ ТВОЮ МАМАШУ ВО ВСЕ ЩЕЛИ! Это тоже свобода слова. И когда на улице кавказец при твоих друзьях или знакомых назовет тебя пидарасом,это тоже свобода слова. Свобода слова это палка о двух концах. Любая палка имеет другой конец,которым ты можешь получить по ебалу. Но ты очевидно школьник или студент-младшекурсник,или просто великовозрастный дебил,поэтому это для тебя неочевидно.
",1
"Дебил Коноплеводство зарубил Хрущ как и многие хорошие вещи
",1
"Не беспокойтесь) неадекватный человек мне написал ответ на мой комментарий
",1
"Мне часто ставят минусы и спрашивают, почему я называю биомассу людей идиотами. Отвечаю: Потому что, они пытаются писать по-русски, не умея писать по-русски. Автору мой толстый минус. Назад в школу, животное!
",1
"Неуместны здесь, только ваши простыни ахинеи, убогая попытка процитировать Кличко и отсебятина про крах. Соловьев, прямым текстом заявлял, что без закона Яровой, правительство бессильно что либо сделать. Где крах? И если вы вываливаете ваши писюльки публично в интернет, научитесь для начала хотя бы писать без ошибок. Если конечно не хотите выглядеть смешно как сейчас.
",1
"Блять, вот хохлы везде Россию приплетают, а вот кремлеботы везде хохлов пытаются приплести.
",1
"Это же для школьниц и школьников. Там на полные ставки рассчитывать не стоит. Не все дети из обеспеченных семей. Но и по времени там час не всегда нужен. Максимум 30 минут девочка и 10 минут мальчик. Я выставляю такие тарифы. По классике ещё, в принципе, можно поторговаться.
",1
"По-моему большая часть фанатов Казимирко (уже бывших), не поддерживала рузге мир и лугандон. Откуда сюда ватники понабежали
",1
