id,text,labels
930214965323227137,يهود بني قريضه انتم تسوون ابلاغ على يودلات ادعيه واذكار ؟؟؟,0
930214315554168833,"الوزير الإسرائيلي أيوب قرا، كتب: ""أشكر مفتي السعودية عبد العزيز آل الشيخ، الذي أفتى اليوم الإثنين بحرمة قتل اليهود
وقال إن حماس تنظيم إرهابي
وإن التظاهرات من أجل الأقصى غوغائية
ويمكن التعاون مع جيش الكيان
للقضاء على حزب الله
لذلك أدعوه لزيارة إسرائيل
ليحظى باستقبال حافل واﻹحترام https://t.co/OfGy7VFHcy",0
930213160388366336,النفوذ الإيراني هو محبة الناس لهم .ونفور الناس من  للأعراب والمستعربين ومن الجامعة العبرية لأنهم يهود بالوكالة. https://t.co/pYcZHa9TUS,1
930212840849444864,بعد #السقوط يأتي #النهوض، وبعد النهوض نبدأ سياسة #اليهود,1
930211825794371584,رد حتى اليهود مافكروا فيه !! https://t.co/xXSNUughNz,1
930207329412354049,اريحا / اقدم مدينة في العالم اليهود لم يبنوها تاريخ فلسطين لم يبدأ مع اليهود ولا العبرانيين .@PalesAbroad https://t.co/WLKPri05tv,1
930206290185506816,"من المهاترات الرغبوية لبائعي المبادئ:
،،
في سبيل شرعنة التطبيع مع اليهود المحاربين،
 يتذكرون زيارة رسول الله ﷺ لجاره اليهودي،
ولا يتذكرون قتله ل ٤٠٠ يهودي من بني قريضة بسبب نقض عهد ""هموا"" به قتال المسلمين،
ولا طرده ليهود قينقاع بسبب قتلهم مسلم واحد !!
#فتأملوا انتقاء الأهواء!",1
930205759601872896,افتح تويتر محد معبرني افتح سناب محد مكلمني افتح واتساب ولا رسالة حتى نسيت نغمه جوالي .. يهود انتم !!!!,1
930205449147895808,"القارئ لتاريخ اليهود على مر العصور سيرى ما تعرّضوا له من ظُلم وقتلٍ وتهجير وتمييز بكل ما تعنيه الكلمة من معنى!
سيعتقد المنطق بأنه إن قامت لليهود قائمة وكانت لهم دولة؛ فستكون دولة للعدل والسلام وحماية الإنسان، لما رؤوه من بشاعة ظلم من عاداهم!",0
930204469673021441,"#اطهر_أرض_وانجس_شعب 
اكيد عرفتو من هم 😌 ال يهود اقصد ال سعود",1
930203351198859265,";أحببتُك بجميع الطُرق,أحببتك كحُب الام لِـ اطفالُها,وكحُب اليهُود لِـ كنائسهُم,أحببتك كحُب قيس الملوح لـِ محبُوبته العامريه,أحببتُك كحُب البشر لِـ قطرات الندى,بـ المُناسبه أحببتُك.",0
930203017294630914,اقول لال يهود يامن تقولون ان امراه دخلت النار بسبب هره مابالم توحاصرون شعب باكمله ليش النفاق والكذب على الدين #OpenAccessToYemen,1
930202119780618241,"يهود انتو ؟ 
اسلم محد يرد السلام",1
930202114428751872,طلعتو يهود https://t.co/okqVB6PRsD,1
930201686546796545,"بعضهم يرى الإرهاب...قتل اليهود
بعضهم يرى الإرهاب...قتل النصارى
بعضهم يرى الارهاب...قتل غير المسلمين
لا احد يرى قتل المسلمين...إرهابا...!!",1
930200769030230017,"خذني معك 
أغنية يمنية 
بصوت الفنان اليمني اليهودي أنير كوهين🤠 https://t.co/BrEjSJwfW9",0
930200523432751104,بعد انشاء المعبد الهندوسي والتواجد اليهودي واليوم الكنيسة المسيحية في #السعودية   باتت حظوظ ايران عالية جدا من ناحية نقل الكعبة اليها كبادرة حسن نية,0
930200379681320960,من أشد المصائب على الأمة: أن يصبح بأسها بينها، كما وصف الله تعالى اليهود قديما: {بأسهم بينهم شديد تحسبهم جميعا وقلوبهم شتى} .,1
930199872757796864,اخس خوي اللي مايخليك تأكل الين يجي أسلوب يهود,1
930198719710007296,"الله أكبر 
الموت لأمريكا
الموت لاسرائيل
اللعنه على اليهود
النصر للإسلام
#يسقط_حكم_الحوثي",1
930198617930989569,تحميل كتاب الملة والنحلة في اليهودية والمسيحية والإسلام تأليف د. حمدي عبد العال pdf مجانا | مكتبة كتب pdf https://t.co/wbqE6eOVbY,0
930197296897196032,منذ أن سحب الله البساط من تحت أقدام اليهود بالمسيحية ثم الاسلام وهم يعيثون في الأرض سخطاً وفسادا ... القيامة موعدنا .,1
930196153248960517,لاحظ خبث اليهود ما معنى كلمة despacito اقلب الكلمة  بتطلع معك وتيسابسيد اقلب الحرف الاول والثاني تويسابسيد مش ظابطة خلص المهم مستهدفين🙄😂✋🏻,1
930195943596679169,عامل فلسطيني يبني مستوطنات اليهود واخر يبني الجدار العازل وثالث يعمل في مزارعهم و رابع يبيع منزله وارضه لهم.. ثم يقول السعودية باعت فلسطين لليهود!!! هو لا يرى سوى السعودية فقط من دون كل العالم!  امثال هؤلاء هم والاحذية القديمة سواء,1
930195419304550400,"ما الفرق بين اليهود وال سعود لا فرق 
اليهود قتلوا شعب فلسطين وحاصروهم
وال سعود قتلوا شعب اليمن وحاصروهم 
وجهان لعملة واحدة",1
930195008807931904,"دوول الخليج بما فيها السعودية تبدأ بالسماح لبناء المعابد اليهودية 

#التطبيع",0
930194304642973697,"الأمر لا يقتصر على الإيحاء بأن الانفتاح سيكون على الدين المسيحي فقط بل اليهودي أيضاً وسيساعد لتبرير التطبيع
إقرأوا 👇
https://t.co/7XymHHlT5i https://t.co/Ke4LwNbJ18",0
930193424782946304,"#المخدرات_انتشرت_ليه
عشان اليهود عايزنا كده وكله تحت إدارة
انظمه خاينه وعميله بتدمر في شباب المسلمين عشان يفضل مغيب عن الواقع ولا عمره يفكر في ثورة ولا احزانون😏",0
930193227759652864,"مفتي السعودية :
""حماس إرهابية وقتال اليهود حرام شرعا""
ووزير صهيونى يدعوه لزيارة إسرائيل",1
930190879876435968,"#السبت_كلنا_ضد_الهلال
 إلا في حالة مقابلة فريق يهودي فلن أفرح لفوز اليهود..💚💙💛🖤
 شنبك ده هحلئهولك
لاتحاول😱..   *صعبه قويه *",1
930188948143591424,"نلتقيكم بمشيئة الله في #معرض_الكويت_الدولي_للكتاب 
قاعة 6 جناح 107 #دار_تشكيل
وستتوفر جميع إصداراتي:
#اليأس_مقبرة_الإنسان
#في_عقيدة_الحب_كلنا_يهود
#مرقص_المتسولين
#كتاب_آمين https://t.co/cQbPAHImBI",0
930188670728069125,يهود أوروبا شكلهم بيودعوا المونديال 😂,0
930188524321693702,قالها الاكسبشني: عنخيركم ما تنامون عنخيركم شنو يهود انتوا يهود؟؟,1
930188474438778886,"#تيار_المحبة_اليمن 
رئيس الهيئة العليا #تيار_المحبة_اليمن #علي_اليماني يطلق #مبادرة #المحبة #التأريخية  بين #العرب  #اليهود_فلسطين_المحتلة  مقابل العودة الى حدود ثورة ما قبل ثورة 48 .
#earthquake #ITASWE #Russia2018  
#earthquake 
#Pakistan 
#MotoGP",0
930188285065953281,انا اولكم وباذن الله كل التوفيق ل اوراوا الياباني على النادي اليهودي القذر  #السبت_كلنا_ضد_الهلال,1
930188185824583680,مش معقول مفتى السعودية أكبر دولة سنية يفتى بمساندة اليهود والوزير الصهيونى يدعوه للزيارة لطفك بنا يارب,1
930187100225404928,"بمجرد ما أن يفرضوا عليك الإسلام تتحول حياتك الى الجحيم؟
و تبقى تتسائل ما هو الحرام و ما هو حلال؟
و هل هذا جائز أم ذنب أم سيئة أم حسنة؟
و من هي خير أمة و من هي شر أمة؟
و من هم المؤمنون و من هم الكافرون  و اليهود الذين لعنهم الله و رسوله و دعى المسلمين لقتالهم؟ https://t.co/AOxTRqMP6B",1
930186571395076103,هه اغبى قصة وحدث كذبي وغير صحيح كذبه اليهود للحين اليهود يلبسون اسود عشانه هذا الشخص المنتظر عندهم اسمه في الانقلش واليهوديه دمسايا او صافي ابن صياد تخيلوا الانبياء الي مايخطون ومكرمين بالعجزات يدعون الله عشان تتحقق اخر شي يهودي مشرك ينزل مطر ويحيي ميت طير بس https://t.co/iTZNVLsIk2,1
930186265089232897,"إن #صهيون  ولو طاولو النجم الجدي
أجبن الخلق ولكنكم لا تفقهون
.
من كانه له ماضي لابد ان يرجع أليه
#اللهم_اعز_الإسلام_والمسلمين 
(سنرى عزنا متى عدنا #لربنا )
إني لمتشوق لرؤية أمجادنا
#الاسلام 
#اليهود 
#الصهيون 
#المسلمين",1
930185812481888256,هل صحيح مايتم تداوله من ان مفتى ال سعود يصدر فتوى بتحريم قتل اليهود فى كل مكان فى العالم ومنها فلسطين..وان حماس... https://t.co/2Z9zS1WsWz,1
930184287084863490,سوريا لم ولن تكون لغير المسلمين فلا مجوس ولا نصارى ولا يهود مقدر لهم البقاء فيها ، وسيهيء الله الأسباب لتعود الشام لأهل الاسلام وتكون مرابطهم ومنطلق فتوحاتهم ومعقل ملكهم.... https://t.co/mK1t0QhO70,1
930183822020435968,"تراث من ياصديقي المستعرب.
نجران هل تعرف نسبه 
قاتل الله اليهود سنو لكم التحريف. https://t.co/qObCsSCQr5",1
930181261783719945,"إني أستبعد جدا حدوث مواجهة بين يهود وحزب الشيطان ..
وعلي أسوأ الإحتمالات ..
إن حصل اشتباك ما .. بينهما ..
فلن... https://t.co/v9mFNMateB",1
930180879909081090,",

اليهـود معـاهم وعـد بلـفور 

واحنـا معانـا وعـد الجـن 👻 😢

حقنا اضخم 😂🏃👍",1
930180783062634496,"اليهوديه والمسيحيه والاسلام غطا ديني لبذر النفط اسرائيل لعبة تجار ومستعمرين
للظلاميه فكرها فيها2",0
930180256060858369,"إني أستبعد جدا حدوث مواجهة بين يهود وحزب الشيطان ..
وعلي أسوأ الإحتمالات ..
إن حصل اشتباك ما .. بينهما ..
فلن... https://t.co/6PxUeCj28w",1
930179587551694848,"حظي مثل حظ الفقير اليهودي؛
لا فاز بالجنه ولا عاش دنيهاه؛
.
.",1
930179378696384514,طالمى والحوثيين يعظمون الله ويكبرونه ويهددون أمريكاوأسرائيل ويلعنون اليهود ويتمنون النصرللإسلام والمسلمين إذن... https://t.co/i7mTC0Roya,1
930179157878824963,ي جماعه مش هتخسرو حاجه والله لو قولتو احنا مذاكرين ومخلصين المنهج بالعكس انتو هتكسبو احترامنا انما شغل اليهود ده هيخسركو كتير!!,1
930178462601695234,لما صحبك اليهودى يجى يستحمى عندكو https://t.co/0FdcF80pyK,1
930178065870868480,شكلهم مأخذين اطباع اليهود ، اتوقع ذولا انصار حماس https://t.co/RL3eiwvLI5,1
930177387060432896,"أميركا، جرائم الكراهية فيها ارتفعت عام 2016 حسب FBI في تقريرها السنوي: حيث بلغ عددها 6121 بزيادة 5% مقارنة بـ2015.
في عدد كبير من الجرائم استهدف أميركيين من أصل أفريقي، يهود، ومسلمين.
3489 من الحوادث استهدف فيها أميركيين من أصل أفريقي لأسباب عرقية.
-رويترز",0
930176608484372482,أعجبني فيديو @YouTube على https://t.co/Zar5yDpdrz حرق الجني اليهودي الذي سب رسول الله و,1
930176434194337794,"#السبت_كلنا_ضد_الهلال
جمهور الرخوم بنفسهم شجعوا اولسان قدام هيلالهم
ويقولو انتو مسيار!
انا حر اشجع الي ابي
بس اشجع خصمي قدام فريقي! حتى اليهود ما سووها😂",1
930176350807379968,للقدس واهله محبة لن يتغير بسوء معاملة اوتطاول من افراد فاهل القدس فيهم نماذج فخرلنا كالذي اغراه اليهود وسجنوا اولاده لببيع بيته ولم يستطيعوا,0
930175346573529088,ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم* قل أن هدى الله هو الهدى* ولئن اتبعت اهواءهم بعد الذي جاءك من العلم مالك من الله من ولي ولا نصير*,0
930175338256232448,"J'aime une vidéo @YouTube : ""فرحة يهود مغاربة أمريكا يدخلون المغرب لأول مرة"" à l'adresse",0
930175119175151616,"وكان حقا علينا نصر المؤمنين
الله أكبر
الموت لأمريكا
الموت لإسرائيل
اللعنة على اليهود
النصر للإسلام",1
930175093530968064,"عبدالله الشريف : العدو هو اليهودي مش قطر #قطر_قروب 
@AbdullahElshrif 
 https://t.co/LCZW84PdZD",1
930174540705075200,"بل يزيدون 
نحن في العراق نعرفهم اكثر وكان عندنا يهود تم تهجيرهم
العجمي المجوسي الرافضي اقذر واخبث من اليهودي
هذا من اهل الكتاب وهذا مشرك نجس https://t.co/rPKsfxKFmV",1
930172760491544576,كيف بدك الله يوفقك وبارولو اساسي ?? .. لا يفلح منتخب وسطه بارولو وجناحه كاندريفا .. لعنة الله على اليهود,1
930171234381332480,اثرنا يهود https://t.co/sOEFg244B5,1
930170411765174272,"الزلازل من عند ربنا 
ومش مقياس هل هدا دليل على صلاح اليهود بما انه فش زلازل بفلسطين؟ https://t.co/uEg3wgFOiG",1
930170253870583808,اعتبرهم يهود هههههههههه https://t.co/F7KMKxmEP8,1
930169668320546817,ومن زعم أن اليهود على حق ، أو النصارى على حق ، سواء كان منهم أو من غيرهم فهو مكذب لكتاب الله تعالى وسنة رسوله محمد صلى الله عليه وسلم https://t.co/aC5EeRseou,1
930169415487942657,"لمن يتذكر منكم، كنت في العام الماضي قد كتبت أن المسلمين باتوا ""يهود القرن الحادي والعشرين"" من ناحية إلقاء اللوم... https://t.co/KUd6Hqji2q",1
930169321988517889,الأمير تشارلز: هجرة اليهود لفلسطين سبب مشاكل الشرق الأوسط https://t.co/EBOUQTuKGF,1
930168601826471937,مصطفى معزوزي عيب عليكم يا لي غنيتو باب الواد دعارة !! انتوما متخلفين يهود:,1
930168423195308037,"قالو بان اصحاب ذمار 
يرفعون لافتات مكتوب
عليها لاداعي لقصف ذمار
لانه لايوجدعندنا
شيعة ولا سنة
كلنا يهوﺩ
ههههههههههههه
😂😂😂😁😁",1
930167905773342721,الشعب اليمني ينحني امامه العالم اجمع لأنه وقف بوجه اعتى عدوان بالكره الارضيه انه اخس من اليهود https://t.co/xo8B6utRW6,1
930167830078808065,"أهل السنة في #إيران لهم المشانق و اليهود لهم المعابد!
هل تعلمون أن العاصمة طهران هي العاصمة الوحيدة في العالم لا يوجد فيها مسجداً واحداً لسنة !!! https://t.co/F27eRdGVKE",1
930167095563898886,"واحد يقول جاني إتصال من خالي وقت الأذان وأنا أكلمه ، 
قالت أمي: أصحابك هذولا يهود ما يصلون؟ 
قلت: هذا أخوك !

قالت: ياعمري شكله ما أذن عندهم هههههههههه",1
930166975610998784,كلنا اولاد ادم مسلمين مسيحين يهود صهاينه بس لم نعد نحترم الانسانيه,0
930166842588573696,"قصص مظلمة غير مكتملة لحياة يهود الحسيديم في أمريكا
 https://t.co/RYS9RcT2kI",0
930166132799168512,"كل من هومتصل يعلن براءته من اعداءالله✊🏻

      *اللَّه أكـبر     
*الـموت لامريكـا
*الـموت لاسرائـيل
*اللـعـنـه على الـيهود
*الــنصر للاسلام",1
930166130626453504,أعجبني فيديو @YouTube على https://t.co/QYaXZITith بوبي فيشر | عبقري الشطرنج اليهودى عدو,1
930165638756171777,بعدهذه المسيره ماعمل لكم العالم اوامم اليهود ولوكان هذا الجمع خرج لمناشدة الله ايهما احسن https://t.co/PrNyZFAVXJ,1
930165572045811713,مفتي السعودية حماس إرهابية وقتال اليهود حرام شرعا، ووزير صهيوني: والله عنا إستحوا يفتوا مثلك، يعيشك https://t.co/2OZOH8OKOQ https://t.co/C3vLYmaeCO,1
930165418551074817,من العنوان تعرف الهدف يريد تسليط الضوء على معاهدات النبي مع اليهود لأسقاطها على واقع بن سلمان ولتبرير تطبيع بن سلمان مع اليهود https://t.co/yzrffYZHAk,0
930165401035689985,"آثار من٧٠٠٠عام في حرة خيبر سيطالب بها اليهود.
قانون جاستا من صوب وأرث يهود المدينة من صوب..وايفانكا من صوب. ووو الخ..الله يعين الأشقاء في السعوديه.. https://t.co/ZelAgsHEJK",0
930163803630682112,"لماذا انت ك ملحد لا تنتقد إلا الاسلام ؟ لماذا لا تنتقد المسيحية أو اليهودية ..
لأن الدين عند الله الإسلام",0
930163578203668480,"الأجنبية: إذا وصفت خطيبها : هو جميل جداً و لطيف

العربية :راتبه حلو و أمه ميته  والحمد لله ما عنده خوات
  
بذمتكم منو اليهوديه فيهم 😂😂",0
930160632401408000,"#السعوديه
وزير إسرائيلي
يدعو
#مفتي_السعودية
لزيارة
#تل_أبيب
وشكره على
فتواه
بـــ
#حرمه
#قتل
#اليهود
#السعوديه_مهووسة_بعداء_الاسلام 
 https://t.co/ggrKSVz1ct https://t.co/BVnHPNocfq",0
930160518815539200,{وَلَنْ تَرْضَى عَنْكَ الْيَهُودُ وَلا النَّصَارَى حَتَّى تَتَّبِعَ مِلَّتَهُمْ}آية، أي هذه حقيقة لا تتخلف{لَنْ تَرْضَى عَنْكَ}بـ[لن]النافية,0
930160036004941824,يا ال سعود يا ال يهود الوعد الوعد ها انتم تسمعون صوتي وصوت اصديقائي من إيران معلنة زوالكم وستحلالكم فاتحة قلاعكم وحصونكم كما فتح مولانا أمير المؤمنين علي إبن أبي طالب (ع) حصنه أجدادكم في خيبر سوف نطهر الحرمين الشريفين من رجسكم يا أتباع القردة والخنزير,1
930159760866988032,"(ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم) صدق الله العظيم.
هذا حال ملوك وزعماء العرب،يخدمون اليهود بكل تفاني ولكن لم يرضو عنهم ...",0
930158445474566149,"250الف يهودي في المغرب ولهم حظوة كبيرة ومخلطين من يهود اوروبا والعرب وسر بقاء المغرب في ثبات امني وجودهم.
وهو حاخامهم الاكبر واجداده https://t.co/0vuzhPm59A",0
930157925955334144,"تسيبي ليفني تنشر صورة لها مع الامير تركي
الايه تقول (ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم)
فما معنى هذا الرضا الذي نراه في الصورة؟؟
السؤال لاصحاب العقول و ليس للذباب الالكتروني و اصحابه https://t.co/5QMkkUz9HV",1
930155790064812032,"استاذي.
ادارسة المغرب يهود . https://t.co/FiOjTGZJ1I",0
930155438418661378,أغرب عادات اليهود ! غرائب و معتقدات الصهاينة اسرائيل: https://t.co/iYqqB4xSXE via @YouTube,0
930155305593376768,"وزيرالإتصالات الصهيونى: أشكر مفتي السعودية عبدالعزيز آل الشيخ الذي أفتى
بحرمة قتل اليهود
وإن حماس تنظيم إرهابي يضر الفلسطينيين
وإن التظاهرات من أجل الأقصى غوغائية
وإنه يمكن التعاون مع الجيش الإسرائيلي من أجل القضاء على حزب الله
لذا أدعوه لزيارة إسرائيل ليحظى باستقبال حافل واحترام",0
930154315360227330,قال رسول الله ﷺ(يتبع الدجال من يهود أصبهان سبعون ألفا عليهم الطيالسة) رياض الصالحين,1
930154300713644032,الحمدلله وافقتو تساوون الشيعه مع النصاري واليهود العاده اليهود والنصاري افضل . 😏 https://t.co/9QqddOiuGc,0
930154061374132225,يقول المؤرخ الروسي د. قسطنطين ترويتسيف.. القوميين العرب استفادوا من الثورة البلشفية 1917 .. مع ان معظم قادتها يهود معادون للعرب ! https://t.co/fhlQ3Ektew,0
930153269246164992,وغالب هذه الأفكار مأخوذة من نقد العالم الأندلسي ابن حزم للاهوت النصراني وقد نقل أفكاره أيضا كل من مارتن لوثر كما نقل سبينوزا نقده للاهوت اليهودي. https://t.co/GYJzQqz5U2,0
930153209787711488,"في اوربا اذا خاطرك تشتري عطر يناسبك لازم تشرح لهم مراحل حياتك انا لو اشرح لهم مراحل حياتي
 بيعطوني فليت
😑😑😑😑

ماعلينا منهم يهود😒",1
930153047434686465,"وقعت لرسول_الله ﷺ ٤ غزوات مع اليهود :

١- غزوة بني قينقاع ٢ ﮪ .

٢- غزوة بني النَّضير ٣ ﮪ .

٣- غزوة بني قُريظة ٥ ﮪ .

٤- غزوة خيبر ٧ ﮪ .

#اللؤلؤ_المكنون",0
930152122921861120,نشأ ضلال اليهود بسبب كتم الحق فالساكتين عن الباطل والسامعين له أكثر من المتكلمين به(سمَّاعون للكذب أكَّالُون... https://t.co/UI7CaOnQWM,1
930151731891261440,"فاتت رسول الله ﷺ وأصحابه صلاة الفجر في وقتها بسبب #النوم في ٣ غزوات هي :

١- غزوة الحُديبية ، وهي التي وقع فيها #بيعة_الرضوان ، وصُلح الحُديبية ٦ هـ .

٢- غزوة خيبر ، وهي آخر غزوة للنبي ﷺ مع اليهود ٧ هـ .

٣- غزوة تبوك ، وهي آخر غزوة للنبي ﷺ ٩ ﮪ .",0
930151641583620096,#سوا_مع_بعض و ليس لنا من عدو سوى اليهود,1
930151538479321093,"يلعن شوارعك انت وبني وهاب حقك 
المؤمن قدوه في الاخلاق 
وسيد الخلق كان قدوه حتى مع اليهودي يا انجس من اليهودي
ماهو التصرف الادبي الذي يصدرمنك  يخليني اخجل من الرد عليك 
مابش الا عنجهية https://t.co/RNhhbLN5uz",1
930151370589601792,#يسقط حكم الحوثية وملالي ايران ذو الاصول اليهودية,1
930151335072358400,"لماذا كل هذاالصراع بينكم يأمة محمد لقد اصبحتم اضحكة العلم وخاصة اليهود عود الى الله ""ان جعلنكم شعوب وقبائل لتعرف""",0
930151080540991489,#MAP #Maroc - مؤسسة أرشيف المغرب تتسلم وثائق عن ذاكرة اليهود المغاربة الخميس المقبل بالرباط … https://t.co/nGDnYtjLhM,0
930150811610566656,نقول لكلب قناة الهوية محمد العماد ذو الاصول اليهودية  الايرانية لن تفلت دون عقاب ايه الساقط اخلاقيا ودينيا فاليمن لن يقبلكم بعد الان,1
930149448696717314,هل هولاء يحموا الامه تعليق بالام ويقتلو امهاتن في اليمن بدون وجه حق ( اللعنه علئ اليهود الموت لامريكا الموت لاسرائيل النصر للاسلام https://t.co/6PGYCQRfry,1
930149227497390082,"#الدب_الداشر 
قد يستعين بابليس للوصول الى العرش وليس الصهاينه فقط ولو طلب اليهود أن يعتنق دينهم ليساندوه لما تاخر وسيظل ينفذ كل ما يطلبو منه",1
930148478067642368,"ذولا من كثر ما عاشروا اليهود صاروا مثلهم
الفلسطيني أكثر جنسيةعربية ما ينفع معهم الجميل https://t.co/EH1R9xnxtl",1
930148319501922304,"إسرائيل تحمدالله على نعمة ال سعود
بعد تأكد إسرائيل بان ال سعود يحملوا حقد وغل على الاسلام والمسلمين اكثر من ما يحملوه اليهود الصهاينة
شعروا بالراحة عندما عرفوا بوجود من حمل عنهم عباء تدمير الامة الاسلامية من الداخل
حيث صرح رئيس وزراء إسرائيل انها حاليآ تعيش في وضع مريح غير مسبوق",1
930147563285688320,عموماً الله يلعنهم لعنة اليهود👄♥️,1
930147559808688128,الأمير تشارلز: هجرة اليهود إلى فلسطين سبب مشاكل الشرق الأوسط https://t.co/WV3vJFHtRQ https://t.co/7yFjg4xD6x,1
930147354291949568,حلقة أسطورة سيطرة اليهود  جيوبوليتيك 12 حزيران 2015 للدكتور عماد فوزي شعيبي https://t.co/tQI04iZULj via @YouTube,1
930147175996313600,فك كافة الاسحار اليهودي والاحمرالمعلق والمطلسم والمدفون والمشروب والتابعة فتح نصيب البنت البائرللتواصل00905392907210 https://t.co/xcOR7LpBTR,1
930146482598174725,"إظهار الفرح في العيد سنّة، يسعد الصديق ويغيظ العدو، كان النبي ﷺ يأذن للحبشة يلعبون في المسجد، ويقول: (لتعلم يهود أن في ديننا فسحة)

الشيخ/ عبد العزيز الطريفي

الوتر احبتي..""",0
930146117295267840,أردوغان يسافر إلى خارج تركيا لتقوية إقتصاد بلاده وحكام العرب يلهثون إلى اليهود للحفاظ على عروشهم من إيران https://t.co/LQDsE5Qoqt,0
930145562971836421,"حقوق اليهود محفوظه في هذه العبوه
هكذا صنعوا السلام تعلوه كريمة مخفوقه  ، وها هُنا الامة العربيه تُباد https://t.co/Fr1zypAFXE",0
930144998649204738,شوفو اليهود الى وين وصلوا في الطب !: https://t.co/2uUnSlOqTL عبر @YouTube,0
930144930072317954,تخيل اتوبيس ف مصر يدعو للمسيحية مش اليهودية كمان؟؟  رد فعل الناس ايه؟؟ https://t.co/eNYdtzDhk5,1
930144545894891520,قال رسول الله ﷺ(يتبع الدجال من يهود أصبهان سبعون ألفا عليهم الطيالسة) رياض الصالحين,0
930144359105916928,الله ياخذك ياكلب اليهود ويطول عمر سلمان الحزم إلى خلاكم تطلعون من جحوركم  والحمير إلى تبعك بس باقي واحد على بالكم السعوديه لقمة سهله زي قطر https://t.co/tqbgdIADwn,1
930143268993675264,حبك دخل ع الفواد بدون ما يهوّد 😌,0
930143232402640897,أنا بدأت قرأت كتبه بسبب ماقيل عنه في الجنس وجدته متزن ومتصالح مع نفسه بهذه المسألة اما عن الله سبحانه فهو أكثر معرفة واتصالاً به من بعضنا فهو يهودي أكثر من بعض اليهود ومسلم من بعض المسلمين ومسيحي أكثر من بعضهم تحتارُ في تصنيفه . https://t.co/Vg8U4emNLR,0
930142542288576512,#اطردوا_وليد_البخاري لا بل ضعوهم في حظيرة البقر بدل طردهم او مع الكلاب التي تنبح باحثة عن حثالة تأكلها ، لأنه وأمثالهم كلاب امام أسيادهم اليهود,1
930142180840222720,"ههه 😁الله يهديكم آمين يارب العالمين  
ويوحدكم عدونا يران اليهود 😢😭 https://t.co/ur5mOTYps6",1
930141343548084225,الأمير تشارلز: هجرة اليهود إلى فلسطين سبب مشاكل الشرق الأوسط https://t.co/rEY7Sp7yAi,1
930141048957030400,"اول حب لهتلر كانت لفتاه يهوديه حرقت قلبه فحرق شعبها اليهودي 
اقسم بالله لوريكي يا اسكندريه 😂😎",1
930140361002975232,"4uUqk

الحوثيون يجبرون الطائفة اليهودية بصنعاء على دفع الجزية و يرهبونهم #يسقط_حكم_الحوثي #Saudi",0
930140219634081794,"هو-الله 
الله أكبر 
الموت لأمريكا 
الموت لإسرائيل 
اللعنة على اليهود 
النصر للإسلام https://t.co/HgGXepftf3",1
930140081901404162,"4anIS

الحوثيون يجبرون الطائفة اليهودية بصنعاء على دفع الجزية و يرهبونهم #يسقط_حكم_الحوثي #Saudi",1
930138925267603457,"خبير روسي: ثورة اكتوبر الشيوعية خدمت القوميين العرب رغم ان اغلب قادتها يهود!
#rtarabic",1
